,2018-05-13,2018-05-06,2018-04-29,2018-04-22,2018-04-15,2018-04-08,2018-04-01,2018-03-25,2018-03-18,2018-03-11,2018-03-04,2018-02-25,2018-02-18,2018-02-11,2018-02-04,2018-01-28,2018-01-21,2018-01-14,2018-01-07,2017-12-31,2017-12-24,2017-12-17,2017-12-10,2017-12-03,2017-11-26,2017-11-19
pion,15.0,18.0,18.0,20.0,21.0,23.0,22.0,21.0,21.0,23.0,25.0,24.0,23.0,23.0,23.0,22.0,23.0,24.0,25.0,22.0,22.0,22.0,24.0,23.0,24.0,22.0
supergravities,26.0,27.0,28.0,30.0,30.0,30.0,31.0,30.0,30.0,30.0,30.0,30.0,27.0,25.0,22.0,22.0,24.0,24.0,25.0,25.0,23.0,21.0,23.0,23.0,24.0,22.0
quarkgluon,10.0,12.0,12.0,12.0,12.0,13.0,13.0,12.0,12.0,12.0,11.0,10.0,11.0,10.0,11.0,11.0,12.0,13.0,13.0,15.0,14.0,16.0,17.0,21.0,23.0,22.0
decoupling,29.0,30.0,31.0,32.0,35.0,35.0,36.0,36.0,30.0,30.0,32.0,31.0,33.0,32.0,32.0,34.0,30.0,30.0,30.0,28.0,26.0,25.0,21.0,23.0,22.0,22.0
tev,20.0,16.0,15.0,15.0,15.0,17.0,19.0,20.0,19.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0,19.0,21.0,22.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0
dm,16.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,20.0,13.0,13.0,13.0,14.0,10.0,17.0,17.0,17.0,17.0,17.0,22.0,22.0,22.0,22.0,22.0,22.0
cf,2.0,3.0,3.0,7.0,7.0,10.0,10.0,13.0,13.0,12.0,13.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,16.0,21.0,21.0,21.0,21.0,22.0,22.0
worldvolume,22.0,22.0,20.0,21.0,21.0,21.0,22.0,23.0,20.0,21.0,21.0,19.0,17.0,17.0,19.0,16.0,17.0,21.0,21.0,21.0,20.0,20.0,20.0,18.0,18.0,22.0
tensortoscalar,19.0,18.0,18.0,20.0,20.0,20.0,21.0,22.0,22.0,22.0,21.0,20.0,21.0,19.0,17.0,17.0,17.0,19.0,20.0,20.0,21.0,22.0,21.0,22.0,23.0,21.0
hermitian,24.0,24.0,24.0,24.0,26.0,28.0,29.0,29.0,26.0,22.0,23.0,23.0,23.0,25.0,24.0,23.0,22.0,20.0,18.0,19.0,19.0,22.0,23.0,23.0,22.0,21.0
superalgebras,23.0,23.0,23.0,24.0,25.0,34.0,30.0,31.0,31.0,31.0,31.0,31.0,28.0,23.0,23.0,23.0,21.0,21.0,21.0,27.0,25.0,22.0,22.0,21.0,21.0,21.0
dyonic,8.0,9.0,10.0,10.0,10.0,9.0,14.0,14.0,14.0,14.0,13.0,15.0,15.0,15.0,14.0,14.0,16.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0
eigenstates,23.0,22.0,22.0,19.0,18.0,23.0,24.0,25.0,26.0,24.0,23.0,23.0,21.0,23.0,21.0,20.0,25.0,25.0,25.0,24.0,23.0,20.0,19.0,19.0,21.0,21.0
byproduct,20.0,20.0,19.0,19.0,20.0,20.0,20.0,21.0,20.0,17.0,16.0,18.0,18.0,19.0,20.0,19.0,19.0,19.0,19.0,21.0,22.0,23.0,23.0,23.0,20.0,21.0
nexttoleading,11.0,11.0,12.0,13.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,13.0,12.0,13.0,15.0,14.0,16.0,16.0,16.0,19.0,19.0,18.0,18.0,18.0,20.0,21.0
orbifolds,14.0,14.0,12.0,16.0,16.0,14.0,14.0,13.0,14.0,14.0,14.0,13.0,15.0,15.0,17.0,17.0,17.0,17.0,16.0,17.0,17.0,19.0,18.0,18.0,19.0,21.0
bv,14.0,14.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,25.0,25.0,24.0,24.0,18.0,18.0,18.0,20.0,21.0,21.0,21.0,24.0,24.0,24.0,24.0,23.0,20.0
qft,52.0,53.0,53.0,49.0,50.0,45.0,47.0,46.0,47.0,46.0,45.0,41.0,40.0,35.0,35.0,35.0,37.0,37.0,37.0,39.0,41.0,32.0,28.0,26.0,22.0,20.0
sduality,11.0,12.0,11.0,12.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17.0,17.0,17.0,16.0,16.0,16.0,21.0,22.0,22.0,22.0,20.0
baryogenesis,21.0,21.0,22.0,20.0,19.0,20.0,20.0,20.0,18.0,18.0,18.0,21.0,21.0,22.0,16.0,16.0,18.0,19.0,19.0,19.0,21.0,20.0,20.0,20.0,21.0,20.0
welldefined,34.0,35.0,36.0,36.0,36.0,35.0,35.0,33.0,34.0,34.0,34.0,31.0,32.0,32.0,34.0,32.0,29.0,29.0,28.0,27.0,26.0,25.0,25.0,23.0,20.0,20.0
doubletrace,21.0,23.0,20.0,17.0,17.0,17.0,16.0,19.0,19.0,21.0,24.0,24.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,18.0,21.0,21.0,21.0,22.0,20.0,20.0
der,11.0,13.0,13.0,15.0,14.0,13.0,13.0,13.0,13.0,14.0,17.0,18.0,21.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,20.0,20.0
iii,43.0,40.0,40.0,40.0,36.0,36.0,36.0,34.0,30.0,29.0,29.0,29.0,29.0,30.0,31.0,27.0,26.0,29.0,28.0,27.0,26.0,23.0,25.0,20.0,20.0,20.0
gw,31.0,31.0,30.0,28.0,36.0,30.0,30.0,30.0,30.0,30.0,30.0,28.0,28.0,21.0,19.0,19.0,22.0,21.0,24.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0
equivariant,25.0,25.0,20.0,25.0,25.0,25.0,25.0,24.0,25.0,26.0,24.0,26.0,26.0,27.0,26.0,25.0,26.0,24.0,24.0,24.0,25.0,19.0,18.0,20.0,20.0,20.0
tachyon,20.0,20.0,20.0,20.0,20.0,22.0,23.0,19.0,19.0,19.0,18.0,17.0,17.0,17.0,19.0,18.0,19.0,22.0,21.0,21.0,23.0,23.0,19.0,19.0,20.0,20.0
deconfinement,14.0,13.0,13.0,12.0,13.0,12.0,9.0,9.0,8.0,10.0,10.0,10.0,13.0,13.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,16.0,16.0,19.0,20.0,20.0
rsymmetry,15.0,15.0,15.0,14.0,14.0,16.0,13.0,14.0,14.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,16.0,19.0,20.0,20.0
quasiparticles,13.0,12.0,12.0,14.0,14.0,14.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,15.0,14.0,13.0,14.0,15.0,16.0,15.0,17.0,17.0,18.0,18.0,20.0,20.0
higherdimensional,25.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,24.0,22.0,21.0,21.0,22.0,21.0,22.0,23.0,24.0,23.0,22.0,20.0,18.0,18.0,18.0,19.0,20.0
pbh,20.0,18.0,18.0,13.0,13.0,16.0,16.0,16.0,15.0,15.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,26.0,29.0,27.0,27.0,27.0,23.0,18.0,20.0
scfts,58.0,60.0,60.0,56.0,54.0,46.0,46.0,46.0,44.0,44.0,44.0,37.0,36.0,33.0,33.0,35.0,35.0,35.0,30.0,29.0,28.0,27.0,28.0,21.0,18.0,20.0
nongaussianity,25.0,27.0,27.0,27.0,22.0,22.0,22.0,22.0,27.0,27.0,27.0,27.0,29.0,27.0,28.0,26.0,26.0,26.0,26.0,26.0,19.0,15.0,15.0,16.0,18.0,20.0
ee,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,16.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,15.0,20.0
mellin,40.0,42.0,44.0,41.0,42.0,42.0,43.0,43.0,42.0,40.0,39.0,39.0,39.0,39.0,39.0,38.0,33.0,33.0,33.0,33.0,32.0,27.0,27.0,26.0,25.0,19.0
sm,52.0,52.0,52.0,53.0,54.0,54.0,52.0,52.0,38.0,36.0,36.0,36.0,35.0,35.0,32.0,30.0,30.0,30.0,20.0,20.0,18.0,18.0,22.0,23.0,22.0,19.0
braneworld,19.0,19.0,20.0,21.0,21.0,24.0,21.0,22.0,21.0,25.0,24.0,23.0,22.0,20.0,18.0,17.0,17.0,21.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,19.0
timereversal,17.0,17.0,18.0,19.0,18.0,18.0,19.0,18.0,21.0,22.0,23.0,23.0,21.0,21.0,20.0,20.0,20.0,21.0,23.0,23.0,26.0,23.0,23.0,20.0,20.0,19.0
sachdevyekitaev,19.0,19.0,17.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,20.0,19.0,18.0,19.0,18.0,17.0,19.0,18.0,19.0,20.0,19.0
teleparallel,21.0,21.0,21.0,20.0,18.0,18.0,22.0,22.0,20.0,20.0,21.0,22.0,23.0,23.0,23.0,18.0,16.0,16.0,16.0,18.0,19.0,19.0,21.0,23.0,19.0,19.0
bekensteinhawking,18.0,18.0,18.0,18.0,16.0,16.0,18.0,21.0,22.0,22.0,20.0,20.0,20.0,20.0,19.0,18.0,18.0,19.0,23.0,22.0,21.0,20.0,20.0,22.0,19.0,19.0
wavelength,16.0,18.0,18.0,17.0,16.0,16.0,15.0,14.0,15.0,15.0,15.0,14.0,15.0,15.0,17.0,21.0,20.0,22.0,22.0,21.0,20.0,21.0,22.0,20.0,19.0,19.0
superyangmills,17.0,18.0,20.0,20.0,20.0,18.0,18.0,17.0,19.0,20.0,20.0,20.0,21.0,21.0,19.0,19.0,19.0,20.0,20.0,22.0,23.0,20.0,20.0,20.0,19.0,19.0
qnec,5.0,10.0,10.0,15.0,15.0,15.0,15.0,15.0,15.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,14.0,14.0,19.0,19.0,19.0
superalgebra,25.0,30.0,30.0,28.0,28.0,28.0,28.0,29.0,27.0,25.0,25.0,25.0,25.0,23.0,24.0,24.0,22.0,18.0,19.0,19.0,21.0,21.0,20.0,18.0,19.0,19.0
bms,20.0,20.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,15.0,16.0,19.0,18.0,18.0,17.0,16.0,16.0,16.0,18.0,18.0,19.0,18.0,18.0,19.0,19.0
lhc,14.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,17.0,18.0,18.0,18.0,17.0,16.0,15.0,13.0,15.0,16.0,18.0,19.0,19.0,18.0,18.0,18.0,19.0,19.0
entropic,24.0,24.0,24.0,23.0,22.0,20.0,23.0,23.0,19.0,19.0,19.0,14.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,22.0,16.0,19.0,19.0
ligo,25.0,26.0,26.0,26.0,27.0,25.0,24.0,21.0,21.0,22.0,21.0,21.0,21.0,20.0,20.0,21.0,21.0,23.0,23.0,23.0,23.0,22.0,23.0,21.0,18.0,19.0
boltzmann,14.0,15.0,15.0,15.0,15.0,12.0,12.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,18.0,18.0,20.0,20.0,19.0,19.0,17.0,20.0,18.0,18.0,19.0
boseeinstein,10.0,10.0,11.0,12.0,13.0,13.0,13.0,13.0,15.0,14.0,14.0,14.0,13.0,14.0,13.0,15.0,16.0,15.0,15.0,16.0,17.0,16.0,17.0,17.0,18.0,19.0
stronger,13.0,13.0,12.0,14.0,15.0,15.0,14.0,14.0,16.0,15.0,16.0,18.0,18.0,17.0,15.0,16.0,17.0,17.0,18.0,19.0,19.0,20.0,18.0,17.0,17.0,19.0
argyresdouglas,10.0,10.0,12.0,12.0,13.0,12.0,12.0,13.0,13.0,13.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,16.0,17.0,17.0,17.0,17.0,19.0,21.0,21.0,18.0
diffeomorphism,29.0,28.0,28.0,28.0,28.0,28.0,28.0,26.0,30.0,32.0,32.0,32.0,31.0,31.0,27.0,27.0,27.0,26.0,26.0,25.0,26.0,23.0,20.0,20.0,20.0,18.0
gaugegravity,22.0,22.0,21.0,22.0,23.0,23.0,20.0,18.0,20.0,19.0,20.0,21.0,20.0,20.0,19.0,19.0,19.0,21.0,21.0,22.0,20.0,20.0,20.0,20.0,20.0,18.0
ds,24.0,25.0,22.0,21.0,21.0,21.0,23.0,22.0,22.0,23.0,22.0,20.0,20.0,18.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,15.0,19.0,18.0
timelike,37.0,38.0,39.0,40.0,38.0,38.0,38.0,36.0,33.0,33.0,35.0,33.0,30.0,30.0,31.0,31.0,29.0,27.0,27.0,24.0,22.0,20.0,21.0,18.0,18.0,18.0
vasiliev,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,18.0,18.0,18.0
ev,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,16.0,18.0,18.0,18.0,18.0,12.0,13.0,10.0,10.0,10.0,11.0,12.0,12.0,17.0,18.0,18.0,18.0,18.0
graphene,29.0,29.0,29.0,31.0,31.0,31.0,30.0,30.0,30.0,29.0,28.0,31.0,31.0,28.0,29.0,27.0,22.0,24.0,23.0,20.0,16.0,16.0,15.0,15.0,18.0,18.0
constantroll,10.0,10.0,10.0,12.0,13.0,13.0,13.0,16.0,16.0,16.0,22.0,23.0,23.0,23.0,20.0,15.0,15.0,15.0,15.0,15.0,15.0,13.0,13.0,13.0,18.0,18.0
ghostfree,26.0,25.0,21.0,16.0,17.0,11.0,11.0,8.0,8.0,10.0,10.0,11.0,11.0,13.0,14.0,14.0,13.0,14.0,15.0,14.0,13.0,15.0,15.0,16.0,17.0,18.0
seibergwitten,18.0,20.0,21.0,21.0,22.0,19.0,15.0,14.0,14.0,14.0,15.0,16.0,14.0,14.0,14.0,14.0,16.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0
euler,30.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,24.0,24.0,25.0,25.0,24.0,25.0,24.0,26.0,25.0,26.0,25.0,22.0,21.0,21.0,21.0,18.0,17.0
abjm,21.0,24.0,22.0,22.0,22.0,22.0,21.0,24.0,23.0,23.0,23.0,24.0,23.0,23.0,24.0,25.0,25.0,25.0,26.0,26.0,23.0,23.0,23.0,22.0,17.0,17.0
highenergy,27.0,28.0,27.0,26.0,23.0,23.0,23.0,23.0,21.0,24.0,24.0,23.0,22.0,22.0,22.0,20.0,20.0,21.0,18.0,20.0,22.0,19.0,20.0,19.0,17.0,17.0
waals,7.0,9.0,9.0,12.0,11.0,10.0,10.0,10.0,10.0,11.0,14.0,14.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,17.0,17.0
rindler,20.0,20.0,20.0,13.0,9.0,9.0,10.0,10.0,15.0,15.0,17.0,17.0,18.0,17.0,19.0,18.0,17.0,19.0,19.0,20.0,20.0,21.0,21.0,17.0,17.0,17.0
aforementioned,13.0,14.0,14.0,15.0,15.0,15.0,13.0,13.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,14.0,16.0,16.0,16.0,16.0,17.0,17.0,16.0,17.0,17.0
oneparameter,7.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,11.0,12.0,12.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,17.0,17.0,18.0,17.0,17.0,17.0,16.0,17.0
cp,9.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,12.0,12.0,13.0,13.0,13.0,13.0,17.0,16.0,17.0,17.0,18.0,16.0,17.0,16.0,15.0,16.0,17.0
hadrons,7.0,6.0,6.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,13.0,16.0,17.0
rr,12.0,12.0,12.0,10.0,11.0,11.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0,14.0,14.0,15.0,19.0,15.0,15.0,16.0,15.0,17.0
skyrmions,12.0,12.0,12.0,12.0,13.0,15.0,16.0,15.0,16.0,14.0,14.0,14.0,13.0,12.0,12.0,12.0,16.0,18.0,20.0,20.0,20.0,18.0,17.0,17.0,19.0,16.0
skyrme,26.0,27.0,27.0,27.0,26.0,31.0,33.0,29.0,29.0,26.0,26.0,26.0,25.0,25.0,23.0,22.0,23.0,20.0,22.0,22.0,22.0,20.0,19.0,20.0,18.0,16.0
gaugefixing,8.0,8.0,7.0,7.0,7.0,9.0,9.0,11.0,11.0,14.0,14.0,14.0,13.0,12.0,13.0,15.0,15.0,16.0,16.0,15.0,15.0,16.0,18.0,18.0,18.0,16.0
hopf,13.0,17.0,17.0,17.0,17.0,17.0,16.0,18.0,18.0,18.0,19.0,19.0,21.0,20.0,20.0,18.0,17.0,18.0,18.0,18.0,18.0,17.0,17.0,15.0,17.0,16.0
von,20.0,22.0,24.0,23.0,23.0,23.0,23.0,25.0,26.0,26.0,26.0,24.0,23.0,21.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,16.0,16.0
grossneveu,7.0,11.0,11.0,16.0,16.0,15.0,15.0,15.0,15.0,14.0,14.0,13.0,13.0,13.0,13.0,14.0,14.0,16.0,17.0,16.0,17.0,17.0,17.0,17.0,16.0,16.0
chern,18.0,19.0,19.0,20.0,20.0,20.0,21.0,21.0,22.0,20.0,19.0,18.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,16.0,15.0,17.0,16.0,16.0,16.0
cs,16.0,17.0,15.0,15.0,15.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,13.0,12.0,10.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0
poisson,29.0,32.0,32.0,30.0,28.0,26.0,26.0,24.0,22.0,21.0,23.0,22.0,22.0,18.0,18.0,18.0,16.0,18.0,18.0,18.0,18.0,15.0,16.0,16.0,16.0,16.0
wavefunctions,15.0,15.0,15.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,16.0,18.0,18.0,19.0,18.0,17.0,17.0,19.0,18.0,16.0,15.0,15.0,17.0,15.0,16.0,16.0
friedmann,15.0,15.0,14.0,13.0,14.0,13.0,13.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,13.0,13.0,11.0,12.0,11.0,11.0,10.0,12.0,13.0,15.0,16.0,16.0
nearhorizon,29.0,25.0,26.0,27.0,27.0,24.0,23.0,20.0,20.0,19.0,17.0,17.0,16.0,17.0,14.0,13.0,13.0,12.0,12.0,14.0,13.0,13.0,14.0,14.0,16.0,16.0
baryons,21.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,11.0,14.0,13.0,12.0,12.0,12.0,12.0,10.0,15.0,15.0,15.0,15.0,12.0,13.0,13.0,16.0,16.0
bfkl,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,12.0,12.0,12.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,16.0,16.0
floquet,15.0,15.0,12.0,12.0,8.0,8.0,10.0,10.0,10.0,10.0,9.0,10.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,16.0,16.0,15.0,15.0,16.0
gromovwitten,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,8.0,13.0,16.0,16.0,16.0,15.0,15.0,16.0
nonnegative,5.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,10.0,12.0,13.0,13.0,14.0,13.0,14.0,15.0,16.0
renormalizability,15.0,17.0,15.0,14.0,13.0,12.0,12.0,14.0,14.0,16.0,15.0,15.0,15.0,16.0,17.0,16.0,16.0,17.0,19.0,17.0,17.0,16.0,15.0,15.0,14.0,16.0
goldstino,9.0,9.0,9.0,9.0,9.0,10.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,12.0,12.0,12.0,11.0,11.0,13.0,13.0,12.0,16.0
kacmoody,18.0,16.0,16.0,14.0,13.0,13.0,12.0,13.0,13.0,14.0,14.0,13.0,16.0,15.0,15.0,15.0,15.0,12.0,12.0,18.0,19.0,18.0,19.0,18.0,17.0,15.0
infinitedimensional,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,11.0,11.0,13.0,13.0,13.0,16.0,16.0,16.0,17.0,18.0,18.0,18.0,17.0,16.0,15.0
lightest,7.0,6.0,9.0,10.0,10.0,11.0,11.0,11.0,8.0,9.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,14.0,15.0,15.0,16.0,16.0,16.0,15.0,16.0,15.0
desitter,12.0,11.0,13.0,10.0,10.0,11.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,15.0,16.0,19.0,19.0,19.0,18.0,18.0,17.0,20.0,20.0,20.0,15.0,15.0
hyperscaling,14.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,16.0,16.0,16.0,16.0,16.0,19.0,19.0,21.0,24.0,24.0,23.0,24.0,21.0,21.0,21.0,19.0,15.0,15.0
supermultiplets,15.0,15.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,18.0,15.0,15.0
realisation,14.0,18.0,22.0,22.0,22.0,22.0,19.0,20.0,19.0,19.0,19.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,18.0,18.0,18.0,17.0,17.0,15.0,15.0
adimensional,13.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,12.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,16.0,15.0,15.0,15.0,16.0,15.0,15.0
superradiant,17.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.0,23.0,22.0,22.0,21.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,18.0,15.0,15.0,15.0
supertranslations,6.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
cpt,13.0,13.0,13.0,12.0,12.0,12.0,12.0,9.0,4.0,9.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0
timescale,10.0,9.0,9.0,8.0,8.0,9.0,10.0,14.0,14.0,14.0,13.0,13.0,9.0,9.0,9.0,9.0,8.0,13.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0
twoform,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,10.0,11.0,12.0,10.0,10.0,9.0,10.0,12.0,13.0,13.0,14.0,14.0,14.0,15.0,13.0,15.0,15.0,15.0
bimetric,22.0,22.0,22.0,19.0,22.0,18.0,17.0,13.0,13.0,13.0,13.0,17.0,15.0,16.0,17.0,17.0,15.0,15.0,15.0,15.0,13.0,14.0,14.0,14.0,15.0,15.0
resummation,28.0,30.0,32.0,32.0,33.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,23.0,23.0,21.0,20.0,21.0,18.0,18.0,18.0,16.0,16.0,12.0,15.0,15.0
mhv,8.0,8.0,8.0,8.0,9.0,15.0,15.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,15.0,15.0
worldline,17.0,18.0,18.0,20.0,21.0,23.0,23.0,23.0,21.0,23.0,23.0,23.0,23.0,22.0,21.0,21.0,23.0,24.0,24.0,24.0,24.0,21.0,18.0,16.0,14.0,15.0
largescale,9.0,9.0,9.0,9.0,7.0,7.0,7.0,8.0,9.0,7.0,12.0,13.0,14.0,14.0,14.0,14.0,16.0,16.0,18.0,18.0,17.0,15.0,14.0,15.0,14.0,15.0
nonperturbatively,10.0,12.0,12.0,12.0,11.0,10.0,9.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,13.0,15.0,14.0,14.0,14.0,15.0
righthanded,15.0,16.0,18.0,18.0,17.0,17.0,17.0,18.0,16.0,16.0,16.0,17.0,17.0,17.0,16.0,15.0,14.0,15.0,14.0,15.0,16.0,16.0,17.0,15.0,13.0,15.0
pseudoscalar,8.0,9.0,9.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,13.0,14.0,14.0,13.0,14.0,15.0,14.0,13.0,13.0,15.0
cauchy,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,17.0,18.0,16.0,14.0,14.0,13.0,9.0,11.0,11.0,10.0,10.0,13.0,15.0
bispectrum,20.0,22.0,21.0,21.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,16.0,16.0,17.0,17.0,15.0,15.0,15.0,15.0,14.0,12.0,14.0,13.0,12.0,15.0
pbhs,13.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,7.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,9.0,8.0,8.0,8.0,8.0,12.0,15.0
phasespace,8.0,6.0,9.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,17.0,17.0,17.0,18.0,16.0,16.0,17.0,17.0,16.0,16.0,16.0,14.0
microstate,11.0,11.0,11.0,12.0,10.0,10.0,9.0,9.0,9.0,12.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,16.0,15.0,14.0
orientifold,9.0,8.0,6.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,9.0,10.0,10.0,11.0,11.0,11.0,13.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,15.0,14.0
sp,6.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,20.0,20.0,19.0,16.0,14.0,14.0
deconfined,13.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,12.0,12.0,15.0,14.0,15.0,13.0,14.0,15.0,15.0,16.0,14.0,14.0
langlands,9.0,9.0,6.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,13.0,13.0,13.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0
eigenstate,10.0,10.0,9.0,10.0,8.0,11.0,11.0,12.0,12.0,12.0,13.0,14.0,13.0,14.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0
baryonic,18.0,18.0,18.0,17.0,15.0,15.0,15.0,15.0,15.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,14.0,16.0,13.0,15.0,15.0,15.0,14.0,14.0
nonfermi,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,16.0,16.0,16.0,15.0,15.0,17.0,16.0,17.0,17.0,14.0,14.0,14.0,14.0,13.0,15.0,15.0,14.0,14.0
